Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
22/23,Round 6,11/09/22,Gaziantep,Ümraniyespor,1,1,6.76,7.01,4-4-1-1,4-1-4-1,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; M. Hanousek; Á. Sagal; A. Parmak; M. Jevtović; M. Eskihellaç; A. Maxim; J. Figueiredo,O. Özdemir; S. Göksu; I. Sackey; (c) T. Glumac; E. Lenjani; K. K. Yılmaz; Geraldo; O. Gürbulak; D. Avounou; V. Gheorghe; M. U. Nayir
22/23,Round 6,11/09/22,Kasımpaşa,Galatasaray,2,3,6.64,7.06,4-1-4-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; D. Graovac; S. Çiftpınar; M. B. Ouanes; M. Tirpan; M. Fall; (c) H. Hajradinović; V. Eysseric; B. Celina; S. Bahoken,(c) F. Muslera; S. Boey; V. Nelsson; E. Bayram; P. v. Aanholt; L. Torreira; S. Oliveira; Y. Akgün; D. Mertens; K. Aktürkoğlu; B. Gomis
22/23,Round 6,11/09/22,Kayserispor,Antalyaspor,1,0,6.9,6.78,4-5-1,4-2-3-1,B. Bayazit; O. Bulut; D. Kolovetsios; A. Kocaman; L. Carole; R. Civelek; M. Cardoso; Campanharo; (c) B. Mensah; M. Thiam; M. Gavranović,R. Boffin; S. Floranus; V. Sarı; F. Kudryashov; G. Vural; Fernando; (c) H. Özmert; A. Ndao; S. Aydoğdu; H. Ghacha; H. Wright
22/23,Round 6,12/09/22,Beşiktaş,Başakşehir,0,1,6.85,6.88,4-3-3,4-3-3,E. Bilgin; V. Rosier; (c) N. Uysal; R. Saiss; A. Masuaku; S. Uçan; B. Vardar; G. Fernandes; J. Muleka; W. Weghorst; G. N'Koudou,V. Babacan; Ö. A. Şahiner; L. Duarte; Y. Ndayishimiye; L. Lima; (c) M. Tekdemir; L. Biglia; B. Özcan; B. Traoré; P. P. Keny; M. Chouiar
22/23,Round 6,12/09/22,Adana DS,Trabzonspor,3,2,6.81,6.56,4-2-3-1,4-2-3-1,E. Özbir; J. Svensson; S. Akaydın; Y. Rakitskyi; K. Rodrigues; B. Ndiaye; (c) B. Stambouli; Y. Sarı; E. Akbaba; H. Onyekuru; Y. Belhanda,(c) U. Çakır; J. Stryger Larsen; M. Bartra; V. Hugo; E. Elmalı; A. Bakasetas; J. Gbamin; M. Trézéguet; U. Bozok; E. Bardhi; M. Gómez
22/23,Round 5,02/09/22,Ümraniyespor,Trabzonspor,0,1,6.88,6.92,3-4-3,4-1-4-1,S. Kırıntılı; Allyson; I. Sackey; (c) T. Glumac; S. Göksu; K. K. Yılmaz; O. Gürbulak; E. Lenjani; O. Ayık; M. U. Nayir; V. Gheorghe,M. T. Tepe; D. Toköz; M. Bartra; S. Denswil; E. Elmalı; J. Gbamin; (c) A. Ömür; A. Bakasetas; E. Bardhi; M. Trézéguet; T. Djaniny
22/23,Round 5,03/09/22,Başakşehir,Alanyaspor,2,0,7.01,6.57,4-3-3,4-2-3-1,V. Babacan; J. Caiçara; L. Duarte; Y. Ndayishimiye; L. Lima; (c) M. Tekdemir; L. Biglia; B. Özcan; S. Gürler; S. Okaka; M. Chouiar,R. Rúnarsson; P. Pereira; F. Bayır; (c) F. Aksoy; J. Balkovec; U. Güneş; L. Fer; Z. Ferhat; E. Bekiroğlu; O. Aydın; W. Eduardo
22/23,Round 5,03/09/22,Sivasspor,Karagümrük,0,0,6.93,6.93,4-1-4-1,4-3-3,A. Ş. Vural; M. Paluli; D. Goutas; A. Appindangoyé; U. Çiftçi; K. Keïta; C. N'Jie; C. Charisis; (c) H. Arslan; M. Gradel; L. James,(c) E. Viviano; S. Dursun; R. Baniya; I. Drešević; C. Erkin; J. Durmaz; M. Ozdoev; O. Shukurov; E. Colley; M. Diagne; F. Borini
22/23,Round 5,03/09/22,Fenerbahçe,Kayserispor,2,0,7.17,6.6,3-5-2,4-3-3,(c) A. Bayındır; Gustavo Henrique; A. Szalai; L. Peres; F. Kadıoğlu; İ. C. Kahveci; Willian Arão; M. Crespo; E. Alioski; João Pedro Galvão; J. King,B. Bayazit; O. Bulut; M. Hosseini; D. Kolovetsios; L. Carole; (c) B. Mensah; Campanharo; R. Civelek; M. Cardoso; M. Gavranović; M. Thiam
22/23,Round 5,03/09/22,Giresunspor,Konyaspor,0,1,6.74,7.08,4-2-3-1,4-2-3-1,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; R. Mejía; M. C. Akpinar; Serginho; D. C. Davas; B. Sainz; R. Bajić,(c) I. Šehić; A. Oğuz; U. Yazğılı; F. Calvo; G. H. Sityá; A. Hadžiahmetović; S. Dikmen; R. Murić; E. Çekiçi; Z. Bytyqi; M. Demir
22/23,Round 5,04/09/22,Hatayspor,Adana DS,1,1,7.05,6.88,4-3-3,4-2-3-1,E. Kardeşler; (c) K. A. Çörekçi; R. B. Yılmaz; S. Falette; S. Adekugbe; M. Boudjemaa; R. Ribeiro; O. Ergün; S. Lobjanidze; A. E. Kaabi; K. Varga,E. Özbir; J. Svensson; S. Akaydın; T. T. Sanuç; K. Rodrigues; B. Ndiaye; (c) B. Stambouli; Y. Sarı; Y. Belhanda; H. Onyekuru; B. Assombalonga
22/23,Round 5,04/09/22,Antalyaspor,Kasımpaşa,0,2,6.77,6.93,4-2-3-1,4-1-4-1,R. Boffin; B. Balcı; (c) V. Sarı; F. Kudryashov; G. Vural; S. Aydoğdu; Fernando; Fredy; L. Adriano; S. Larsson; H. Wright,E. Taşkıran; F. Hadergjonaj; D. Graovac; S. Çiftpınar; M. B. Ouanes; T. Gemicibaşi; M. Fall; (c) H. Hajradinović; V. Eysseric; B. Celina; S. Bahoken
22/23,Round 5,04/09/22,Ankaragücü,Beşiktaş,2,3,6.63,6.71,4-2-3-1,4-2-3-1,B. H. Güngördü; O. Ceylan; A. Çankaya; N. Mujakić; Marlon; Pedrinho; T. Ciğerci; G. Ariyibi; (c) G. Zahid; G. Beridze; F. Macheda,E. Bilgin; V. Rosier; (c) N. Uysal; R. Saiss; A. Masuaku; S. Uçan; G. Fernandes; J. Muleka; D. Alli; G. N'Koudou; W. Weghorst
22/23,Round 5,05/09/22,Galatasaray,Gaziantep,2,1,6.79,6.87,4-2-3-1,4-4-1-1,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; P. v. Aanholt; L. Torreira; S. Oliveira; Y. Akgün; D. Mertens; K. Aktürkoğlu; B. Gomis,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; M. Hanousek; Á. Sagal; M. Jevtović; A. Parmak; M. Eskihellaç; A. Maxim; J. Figueiredo
22/23,Round 4,26/08/22,Gaziantep,Antalyaspor,5,2,6.96,6.64,4-1-4-1,4-2-3-1,(c) G. Güvenç; S. Kitsiou; E. Ersoy; P. Djilobodji; M. Hanousek; M. Jevtović; L. Marković; F. Soyalp; A. Maxim; M. Cihan; J. Figueiredo,R. Boffin; B. Balcı; (c) V. Sarı; F. Kudryashov; G. Vural; Fernando; Fredy; G. Bayrakdar; L. Adriano; S. Larsson; H. Wright
22/23,Round 4,27/08/22,Karagümrük,Ankaragücü,4,1,6.93,6.57,4-1-4-1,4-2-3-1,(c) E. Viviano; S. Dursun; R. Baniya; I. Drešević; C. Erkin; M. Ozdoev; E. Colley; J. Durmaz; O. Shukurov; F. Borini; M. Diagne,B. H. Güngördü; O. Ceylan; S. Osmanoğlu; N. Mujakić; Marlon; Pedrinho; Pêpê; G. Beridze; (c) G. Zahid; Jesé; F. Macheda
22/23,Round 4,27/08/22,Adana DS,Ümraniyespor,1,0,6.91,6.77,4-2-3-1,5-3-2,E. Özbir; J. Svensson; S. Akaydın; T. T. Sanuç; K. Rodrigues; (c) B. Stambouli; B. Ndiaye; D. Babajide; B. Bjarnason; H. Onyekuru; A. Dzyuba,S. Kırıntılı; S. Göksu; Allyson; I. Sackey; (c) T. Glumac; E. Lenjani; A. Mršić; O. Gürbulak; D. Avounou; M. Mimaroğlu; A. Bettaieb
22/23,Round 4,27/08/22,Alanyaspor,İstanbulspor,0,1,6.83,6.78,4-2-3-1,3-4-2-1,R. Rúnarsson; P. Pereira; F. Bayır; J. Balkovec; Y. Özdemir; L. Fer; E. Bekiroğlu; Z. Ferhat; A. Lusamba; W. Eduardo; (c) D. Candeias,D. Jensen; O. Erdoğan; M. Yeşil; T. D. Aksu; O. Berber; M. Kabasakal; M. Sarıkaya; A. Yaşar; J. Topalli; V. Ethemi; (c) İ. Yilmaz
22/23,Round 4,28/08/22,Kasımpaşa,Hatayspor,1,0,6.9,6.81,4-1-4-1,4-3-3,E. Taşkıran; F. Hadergjonaj; D. Graovac; S. Çiftpınar; M. B. Ouanes; T. Gemicibaşi; M. Fall; (c) H. Hajradinović; V. Eysseric; B. Celina; S. Bahoken,E. Kardeşler; (c) K. A. Çörekçi; O. Vranješ; S. Falette; S. Adekugbe; M. Boudjemaa; R. Ribeiro; R. Aabid; S. Bas; A. E. Kaabi; S. Lobjanidze
22/23,Round 4,28/08/22,Kayserispor,Giresunspor,3,0,7.41,6.44,3-1-4-2,4-2-3-1,B. Bayazit; M. Hosseini; D. Kolovetsios; L. Carole; Campanharo; O. Bulut; M. Cardoso; R. Civelek; M. Thiam; C. Mané; (c) İ. Parlak,(c) O. Piri; H. Bilazer; R. Arias; A. Pérez; A. Uludağ; R. Mejía; M. C. Akpinar; Serginho; V. Savićević; B. Sainz; R. Bajić
22/23,Round 4,28/08/22,Trabzonspor,Galatasaray,0,0,6.89,6.98,4-2-3-1,4-2-3-1,M. T. Tepe; J. Stryger Larsen; M. Bartra; (c) V. Hugo; E. Elmalı; M. Siopis; D. Toköz; T. Djaniny; E. Bardhi; M. Trézéguet; A. Cornelius,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; P. v. Aanholt; L. Torreira; S. Oliveira; Y. Akgün; D. Mertens; K. Aktürkoğlu; H. Seferović
22/23,Round 4,29/08/22,Konyaspor,Fenerbahçe,1,0,6.96,6.48,4-2-3-1,3-5-2,(c) I. Šehić; A. Oğuz; A. Demirbağ; F. Calvo; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; R. Murić; A. Rahmanović; Z. Bytyqi; M. Demir,(c) A. Bayındır; M. Lemos; A. Szalai; L. Peres; F. Kadıoğlu; E. Mor; Willian Arão; M. Zajc; Lincoln; Enner Valencia; D. Rossi
22/23,Round 4,29/08/22,Beşiktaş,Sivasspor,3,1,6.97,6.69,4-2-3-1,4-1-4-1,E. Destanoğlu; V. Rosier; (c) N. Uysal; R. Saiss; A. Masuaku; S. Uçan; G. Fernandes; J. Muleka; D. Alli; G. N'Koudou; W. Weghorst,A. Ş. Vural; E. Yeşilyurt; C. Osmanpaşa; D. Goutas; (c) U. Çiftçi; K. Keïta; M. Yatabaré; C. Charisis; F. Ulvestad; M. Gradel; L. James
22/23,Round 3,19/08/22,Ümraniyespor,Galatasaray,0,1,6.74,7.14,4-1-4-1,4-2-3-1,S. Kırıntılı; S. Göksu; Allyson; (c) T. Glumac; E. Lenjani; O. Gürbulak; O. Ayık; A. Mršić; D. Avounou; Y. D. Valle; A. Bettaieb,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; P. v. Aanholt; S. Oliveira; L. Torreira; Y. Akgün; E. Akbaba; K. Aktürkoğlu; H. Seferović
